image_name	center_x	center_y	radius_x	radius_y	gt_name
../../1obj/osaka060102_dyjsn071/src_color/osaka060102_dyjsn071.png	159.916666667	174.5	87.0	173.458333333	../../1obj/osaka060102_dyjsn071/human_seg/osaka060102_dyjsn071_41.png
../../1obj/dscn2154/src_color/dscn2154.png	159.782258065	101.112903226	144.661290323	50.9112903226	../../1obj/dscn2154/human_seg/dscn2154_32.png
../../1obj/dsc_422910022/src_color/dsc_422910022.png	204.540322581	78.935483871	212.403225806	28.7338709677	../../1obj/dsc_422910022/human_seg/dsc_422910022_21.png
../../1obj/estb_img_6461_/src_color/estb_img_6461_.png	150.709677419	130.75	140.427419355	87.2016129032	../../1obj/estb_img_6461_/human_seg/estb_img_6461_16_.png
../../1obj/b7nature_trees002/src_color/b7nature_trees002.png	150.541666667	203.666666667	235.958333333	196.375	../../1obj/b7nature_trees002/human_seg/b7nature_trees002_6.png
../../1obj/100_0109/src_color/100_0109.png	150.709677419	82.9677419355	187.60483871	127.120967742	../../1obj/100_0109/human_seg/100_0109_8.png
../../1obj/dsc_0959/src_color/dsc_0959.png	150.709677419	76.2258064516	115.629032258	34.4919354839	../../1obj/dsc_0959/human_seg/dsc_0959_21.png
../../1obj/img_7359_copia/src_color/img_7359_copia.png	154.197916667	125.169270833	102.520833333	66.4453125	../../1obj/img_7359_copia/human_seg/img_7359_copia_42.png
../../1obj/imgp2712/src_color/imgp2712.png	78.7338709677	101.717741935	89.0161290323	75.1048387097	../../1obj/imgp2712/human_seg/imgp2712_40.png
../../1obj/dscn2064/src_color/dscn2064.png	194.291666667	159.916666667	194.291666667	124.5	../../1obj/dscn2064/human_seg/dscn2064_32.png
../../1obj/aaa/src_color/aaa.png	118.763020833	315.348958333	139.9609375	284.611979167	../../1obj/aaa/human_seg/aaa_14.png
../../1obj/chaom38/src_color/chaom38.png	159.177419355	107.766129032	147.080645161	55.75	../../1obj/chaom38/human_seg/chaom38_13.png
../../1obj/europe_holiday_484/src_color/europe_holiday_484.png	122.416666667	288.041666667	146.375	192.208333333	../../1obj/europe_holiday_484/human_seg/europe_holiday_484_16_.png
../../1obj/b2pods001/src_color/b2pods001.png	125.911290323	93.25	138.612903226	32.1612903226	../../1obj/b2pods001/human_seg/b2pods001_5.png
../../1obj/chain98/src_color/chain98.png	131.959677419	131.959677419	133.774193548	88.4112903226	../../1obj/chain98/human_seg/chain98_13.png
../../1obj/buggy_005/src_color/buggy_005.png	150.10483871	85.935483871	157.362903226	20.6129032258	../../1obj/buggy_005/human_seg/buggy_005_13.png
../../1obj/b1snake001/src_color/b1snake001.png	141.032258065	85.9919354839	199.701612903	42.4435483871	../../1obj/b1snake001/human_seg/b1snake001_1.png
../../1obj/img_3083_modif/src_color/img_3083_modif.png	134.983870968	110.790322581	93.25	124.096774194	../../1obj/img_3083_modif/human_seg/img_3083_modif_25.png
../../1obj/pic0203vn0092/src_color/pic0203vn0092.png	153.733870968	121.064516129	154.943548387	55.1370967742	../../1obj/pic0203vn0092/human_seg/pic0203vn0092_33.png
../../1obj/hpim1242/src_color/hpim1242.png	125.911290323	112.5	152.524193548	102.217741935	../../1obj/hpim1242/human_seg/hpim1242_17.png
../../1obj/b19objects118/src_color/b19objects118.png	156.758064516	103.532258065	129.540322581	23.6935483871	../../1obj/b19objects118/human_seg/b19objects118_3.png
../../1obj/dsc_0769/src_color/dsc_0769.png	203.0546875	250.611979167	219.716145833	119.700520833	../../1obj/dsc_0769/human_seg/dsc_0769_28.png
../../1obj/carrigafoyle_castle_ext/src_color/carrigafoyle_castle_ext.png	116.233870968	110.935483871	90.8306451613	72.2258064516	../../1obj/carrigafoyle_castle_ext/human_seg/carrigafoyle_castle_ext_18.png
../../1obj/112255696146/src_color/112255696146.png	137.0	197.416666667	169.291666667	121.375	../../1obj/112255696146/human_seg/112255696146_11.png
../../1obj/leafpav/src_color/leafpav.png	141.637096774	106.443548387	127.725806452	56.8467741935	../../1obj/leafpav/human_seg/leafpav_27.png
../../1obj/imagen_072__1_/src_color/imagen_072__1_.png	143.451612903	110.991935484	189.419354839	110.387096774	../../1obj/imagen_072__1_/human_seg/imagen_072__1__1.png
../../1obj/beltaine_4_bg_050502/src_color/beltaine_4_bg_050502.png	137.403225806	113.209677419	131.35483871	84.1774193548	../../1obj/beltaine_4_bg_050502/human_seg/beltaine_4_bg_050502_9.png
../../1obj/dscf0459/src_color/dscf0459.png	124.701612903	108.370967742	160.991935484	75.1048387097	../../1obj/dscf0459/human_seg/dscf0459_43.png
../../1obj/b1chesnuttame/src_color/b1chesnuttame.png	153.5625	125.4375	195.541666667	214.135416667	../../1obj/b1chesnuttame/human_seg/b1chesnuttame_2.png
../../1obj/100_0497/src_color/100_0497.png	157.833333333	206.791666667	226.583333333	259.916666667	../../1obj/100_0497/human_seg/100_0497_9.png
../../1obj/animal_5_bg_020803/src_color/animal_5_bg_020803.png	141.032258065	94.4596774194	182.766129032	30.3467741935	../../1obj/animal_5_bg_020803/human_seg/animal_5_bg_020803_5.png
../../1obj/20060319_087/src_color/20060319_087.png	201.516129032	116.435483871	158.572580645	100.10483871	../../1obj/20060319_087/human_seg/20060319_087_11.png
../../1obj/pic106470172014/src_color/pic106470172014.png	168.25	226.583333333	183.875	85.9583333333	../../1obj/pic106470172014/human_seg/pic106470172014_37.png
../../1obj/windowcn_0078/src_color/windowcn_0078.png	139.8125	208.9921875	142.234375	66.1015625	../../1obj/windowcn_0078/human_seg/windowcn_0078_39.png
../../1obj/dscf3583/src_color/dscf3583.png	124.701612903	145.266129032	130.75	79.3387096774	../../1obj/dscf3583/human_seg/dscf3583_41.png
